=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.04.19 12:12:27 =~=~=~=~=~=~=~=~=~=~=~=
1313, 35, -127, 661, -0.33
1437, 35, -127, 662, -0.65
1562, 36, -128, 662, -0.84
1687, 35, -127, 662, -1.06
1812, 34, -126, 661, -0.83
1936, 34, -127, 661, -0.97
2061, 36, -127, 660, -0.85
2186, 33, -127, 662, 0.55
2311, 30, -126, 661, 0.31
2435, 34, -126, 661, 0.17
2560, 35, -127, 661, 0.14
2684, 35, -126, 661, 0.18
2809, 33, -126, 661, 0.59
2933, 35, -126, 662, 0.13
3058, 33, -127, 661, -0.51
3183, 33, -126, 661, -0.37
3307, 36, -127, 661, -0.65
3432, 36, -127, 661, -0.93
3557, 34, -126, 662, -1.11
3682, 33, -126, 662, -0.90
3806, 34, -126, 661, -1.40
3931, 35, -127, 662, -1.81
4056, 36, -126, 661, -0.89
4180, 34, -126, 662, -0.54
4304, 32, -126, 662, -0.76
4429, 34, -126, 662, -0.73
4554, 33, -125, 661, -0.71
4679, 33, -127, 660, -0.82
4803, 34, -126, 662, -0.83
4928, 34, -126, 661, -0.81
5053, 36, -127, 662, -0.90
5177, 34, -128, 662, -0.77
5302, 34, -127, 661, -1.31
5427, 34, -127, 662, -0.98
5552, 33, -127, 662, -0.97
5677, 36, -127, 662, -1.03
5800, 35, -127, 662, -0.97
5925, 36, -128, 663, -1.10
6050, 33, -128, 662, -1.13
6175, 36, -128, 662, -1.11
6299, 37, -128, 662, -1.14
6424, 35, -131, 662, -1.17
6549, 37, -134, 661, 29.87
6674, 36, -140, 658, 71.27
6798, 37, -148, 659, 199.02
6923, 33, -161, 667, 295.14
7048, 35, -174, 679, 400.50
7173, 35, -184, 686, 599.63
7298, 37, -189, 691, 676.70
7421, 37, -183, 685, 728.94
7546, 38, -164, 671, 663.61
7671, 37, -150, 662, 523.86
7796, 36, -140, 657, 231.70
7921, 36, -137, 655, 146.04
8045, 34, -135, 656, 66.62
8170, 32, -133, 656, 49.48
8295, 34, -133, 656, 43.47
8420, 35, -133, 656, 32.25
8544, 33, -135, 655, 36.07
8669, 35, -141, 655, 86.19
8794, 34, -146, 657, 141.68
8919, 35, -159, 667, 203.94
9042, 37, -174, 679, 402.56
9167, 35, -190, 692, 518.64
9292, 35, -199, 698, 767.52
9417, 33, -202, 700, 845.41
9542, 35, -193, 697, 874.26
9666, 39, -178, 688, 728.13
9791, 37, -163, 680, 583.25
9916, 38, -148, 668, 320.98
10041, 38, -141, 663, 209.39
10166, 36, -137, 661, 125.35
10290, 36, -136, 661, 56.59
10415, 38, -136, 660, 42.99
10540, 36, -140, 660, 61.53
10664, 35, -141, 658, 89.88
10789, 33, -146, 658, 119.99
10913, 33, -155, 664, 219.89
11038, 36, -167, 674, 300.84
11163, 37, -179, 683, 495.75
11288, 36, -188, 689, 595.06
11413, 33, -193, 693, 661.07
11537, 33, -195, 694, 756.47
11662, 35, -190, 692, 772.45
11787, 36, -181, 686, 694.62
11912, 38, -170, 681, 606.73
12037, 38, -156, 671, 496.30
12162, 38, -144, 660, 275.53
12285, 35, -140, 660, 163.95
12410, 35, -136, 660, 70.78
12535, 37, -135, 659, 43.51
12660, 35, -135, 659, 29.31
12785, 35, -136, 659, 37.08
12909, 33, -142, 660, 49.83
13034, 36, -154, 666, 165.68
13159, 37, -170, 677, 278.05
13284, 35, -187, 688, 399.26
13409, 34, -200, 697, 661.70
13533, 33, -203, 700, 769.84
13658, 33, -202, 699, 868.11
13783, 36, -195, 694, 846.02
13907, 38, -182, 685, 796.28
14032, 39, -168, 677, 587.96
14156, 37, -148, 664, 452.17
14281, 36, -142, 662, 173.15
14406, 38, -137, 661, 107.58
14531, 35, -135, 661, 45.82
14656, 36, -135, 661, 34.32
14781, 35, -135, 661, 38.41
14905, 35, -134, 661, 36.87
15030, 36, -136, 661, 33.17
