=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.04.19 14:50:20 =~=~=~=~=~=~=~=~=~=~=~=
931, 183, -128, 663, 0.16
1098, 183, -128, 663, 0.12
1265, 184, -127, 663, -0.33
1432, 186, -127, 664, -0.56
1599, 180, -127, 663, -0.09
1766, 186, -127, 663, -0.44
1933, 181, -127, 663, -0.38
2100, 184, -128, 663, -0.28
2267, 186, -128, 663, -0.24
2434, 181, -127, 663, -0.27
2600, 179, -128, 663, -0.30
2767, 185, -127, 664, -0.34
2933, 184, -128, 663, -0.29
3100, 184, -128, 663, -0.29
3267, 184, -127, 663, -0.33
3434, 186, -128, 663, -0.37
3601, 183, -127, 663, -0.38
3768, 182, -128, 664, -0.41
3935, 180, -128, 664, -0.38
4102, 184, -127, 663, -0.43
4269, 182, -127, 663, -0.37
4435, 185, -127, 663, -0.50
4602, 183, -128, 664, -0.47
4769, 184, -127, 663, -0.50
4936, 184, -127, 663, -0.51
5103, 182, -128, 664, -0.49
5270, 186, -128, 664, -0.55
5437, 184, -128, 664, -0.50
5604, 181, -128, 664, -0.56
5771, 183, -127, 665, -0.79
5938, 181, -128, 668, 1.44
6105, 185, -130, 674, 45.07
6270, 182, -134, 697, 77.94
6437, 188, -141, 741, 350.51
6604, 221, -150, 797, 753.70
6771, 193, -151, 819, 1147.03
6938, 214, -146, 774, 1162.29
7105, 200, -136, 709, 613.04
7272, 194, -132, 691, 215.89
7439, 193, -132, 691, 170.46
7606, 192, -133, 688, 180.75
7773, 192, -136, 710, 168.16
7940, 195, -142, 751, 423.02
8107, 206, -150, 803, 782.47
8273, 209, -149, 817, 1169.53
8440, 203, -141, 766, 1030.23
8607, 193, -136, 710, 532.41
8774, 196, -133, 695, 203.46
8941, 194, -136, 713, 186.43
9108, 193, -144, 757, 390.59
9275, 202, -152, 810, 790.74
9442, 222, -156, 832, 1185.56
9609, 206, -143, 772, 1149.86
9776, 193, -137, 724, 599.59
9943, 195, -135, 705, 298.41
10109, 199, -138, 720, 287.44
10276, 205, -151, 776, 408.07
10443, 214, -159, 837, 919.79
10610, 217, -154, 826, 1339.56
10777, 214, -139, 744, 1037.10
10944, 207, -133, 706, 417.80
11111, 196, -132, 697, 171.29
11278, 190, -141, 726, 232.82
11445, 216, -152, 795, 697.57
11612, 258, -163, 871, 1002.81
11779, 252, -146, 814, 1526.39
11945, 197, -134, 724, 907.74
12112, 190, -133, 703, 276.04
12279, 196, -136, 709, 208.05
12446, 186, -144, 741, 348.64
12613, 195, -156, 815, 789.12
12780, 245, -157, 849, 1316.02
12947, 211, -140, 758, 1327.45
13114, 205, -133, 708, 556.34
13281, 199, -134, 697, 203.11
13448, 190, -140, 717, 185.14
13615, 183, -150, 775, 473.71
13782, 229, -156, 837, 1037.03
13948, 216, -144, 770, 1157.25
14115, 193, -134, 704, 387.94
14282, 188, -135, 693, 192.97
14449, 191, -137, 701, 134.36
14616, 190, -144, 736, 258.46
14783, 209, -156, 817, 648.54
14950, 228, -158, 853, 1288.41
15117, 190, -140, 755, 1169.41
